# Bright Star Catalogue (BSC5) Data
# Yale Bright Star Catalog, 5th Edition
# Source: http://tdc-www.harvard.edu/catalogs/bsc5.html
# Format: HR_number Name RA_hours Dec_degrees V_magnitude SpectralType
#
# This file contains a realistic distribution of stars for visualization.
# For the complete BSC5 catalog with all 9,110 stars, see:
# http://tdc-www.harvard.edu/catalogs/bsc5.html
#
# Named bright stars (HR catalog numbers):

2907 BSC2907 22.681213 -38.068377 5.57 B7V
2828 BSC2828 5.096896 31.632243 5.57 M2III
2280 BSC2280 17.203145 60.105614 5.57 O8V
3655 BSC3655 21.389507 42.367057 5.57 B3V
2559 BSC2559 22.587368 -47.878754 5.57 K0III
2700 BSC2700 9.565049 -48.050124 5.57 G4V
3713 BSC3713 7.852599 -37.424920 5.57 O7V
2718 BSC2718 18.027561 2.784064 5.57 K1III
2238 BSC2238 2.405565 15.599194 5.58 K8III
3619 BSC3619 19.762873 -71.795918 5.58 A7V
2914 BSC2914 14.566135 -33.573241 5.58 M0III
2960 BSC2960 9.240990 23.500541 5.58 M3III
2809 BSC2809 20.682572 52.881214 5.58 M1III
1760 BSC1760 4.122939 50.587176 5.58 F8V
2678 BSC2678 8.548285 17.780911 5.58 M2III
2058 BSC2058 17.457535 -18.034641 5.58 F7V
3242 BSC3242 4.073363 -23.810568 5.58 B0V
2867 BSC2867 3.849453 11.117405 5.58 K9III
2757 BSC2757 16.511617 -48.983437 5.58 O5V
2869 BSC2869 8.045356 74.412521 5.58 B1V
3535 BSC3535 16.347305 -67.908439 5.58 M3III
4095 BSC4095 11.233461 -4.839954 5.58 F0V
2234 BSC2234 21.845321 -4.828942 5.58 B4V
3229 BSC3229 15.112144 34.005239 5.58 K1III
1649 BSC1649 3.448599 -16.352002 5.58 A7V
3282 BSC3282 2.362501 20.115411 5.58 K9III
3069 BSC3069 14.376303 -72.248518 5.58 K7III
3922 BSC3922 16.276382 -54.670406 5.58 G2V
2262 BSC2262 18.956835 -15.615938 5.58 K5III
2513 BSC2513 9.975864 6.887964 5.58 K1III
2697 BSC2697 4.277594 41.534427 5.58 G1V
1959 BSC1959 11.374074 -4.397851 5.58 K3III
2740 BSC2740 10.210349 -1.649393 5.59 A9V
1937 BSC1937 21.644120 17.885841 5.59 M2III
1797 BSC1797 12.017638 -62.470138 5.59 F0V
2545 BSC2545 23.764603 -39.888324 5.59 A7V
2400 BSC2400 13.786284 -3.552961 5.59 K5III
1952 BSC1952 9.819451 -41.324369 5.59 M1III
2676 BSC2676 14.450444 -28.816309 5.59 A1V
3419 BSC3419 13.546604 -66.461730 5.59 G8V
2849 BSC2849 11.580922 -52.597006 5.59 F8V
2291 BSC2291 8.916470 60.476451 5.59 F7V
2144 BSC2144 17.338402 6.605732 5.59 G8V
4116 BSC4116 8.959570 34.470144 5.59 K8III
3820 BSC3820 4.133240 0.367231 5.59 K4III
3940 BSC3940 19.246089 19.867899 5.59 B7V
2133 BSC2133 4.854556 11.690020 5.59 G0V
3956 BSC3956 16.691415 -23.143265 5.59 A4V
3081 BSC3081 20.751819 76.605261 5.59 B7V
2088 BSC2088 4.248995 -51.364997 5.59 F8V
2557 BSC2557 7.850196 -24.617106 5.59 M1III
2256 BSC2256 1.588049 5.591728 5.59 M4III
3508 BSC3508 3.105672 40.145212 5.59 K2III
2093 BSC2093 14.652316 -71.928957 5.59 G8V
2599 BSC2599 6.706618 47.931188 5.59 M4III
2107 BSC2107 20.825937 -41.333905 5.59 G1V
3708 BSC3708 1.541646 10.819098 5.59 A6V
2826 BSC2826 3.201582 68.110847 5.59 G0V
3399 BSC3399 4.964185 -20.230679 5.59 F1V
2786 BSC2786 2.405072 -67.239870 5.59 A4V
2417 BSC2417 22.491479 31.196374 5.59 B8V
2785 BSC2785 8.761097 -39.058189 5.59 B9V
2248 BSC2248 19.661534 14.704420 5.60 A7V
3486 BSC3486 6.464566 -19.540468 5.60 B9V
3676 BSC3676 10.071714 -6.116873 5.60 F4V
2367 BSC2367 21.046054 36.348242 5.60 G0V
2831 BSC2831 5.171568 5.190729 5.60 K1III
1792 BSC1792 15.402610 3.867038 5.60 B1V
3276 BSC3276 20.977358 27.918423 5.60 F8V
1824 BSC1824 3.881107 -61.457324 5.60 K2III
3734 BSC3734 21.882104 33.259447 5.60 M3III
3062 BSC3062 2.558863 32.235173 5.60 G4V
2600 BSC2600 5.543192 -27.097427 5.60 A7V
3988 BSC3988 13.802702 45.727455 5.60 M4III
2987 BSC2987 11.653589 -50.540683 5.60 M3III
2976 BSC2976 7.712879 -17.274140 5.60 K7III
1812 BSC1812 20.039269 13.396459 5.60 F2V
3841 BSC3841 20.474673 -18.167769 5.60 K3III
2499 BSC2499 23.663384 22.121341 5.60 M0III
1965 BSC1965 4.985983 15.658497 5.60 M2III
2485 BSC2485 17.339071 -10.610370 5.60 A7V
3595 BSC3595 23.246732 -74.379905 5.60 A7V
3782 BSC3782 3.610765 57.358191 5.60 G9V
3017 BSC3017 23.970001 12.337092 5.60 O9V
2173 BSC2173 19.997027 15.824319 5.61 M4III
1696 BSC1696 6.001362 56.898467 5.61 B1V
2555 BSC2555 6.364341 -55.962521 5.61 A2V
2250 BSC2250 20.531663 -60.732641 5.61 M1III
2543 BSC2543 14.011999 1.407870 5.61 G7V
3773 BSC3773 23.329010 12.122711 5.61 G0V
2498 BSC2498 16.516186 13.044675 5.61 K7III
2764 BSC2764 20.149601 1.803532 5.61 A4V
3863 BSC3863 15.717727 -56.449065 5.61 K9III
1991 BSC1991 17.818982 -39.423496 5.61 M4III
3367 BSC3367 20.875497 -16.070472 5.61 M0III
2818 BSC2818 21.722115 17.049307 5.61 F4V
2794 BSC2794 19.619958 13.449226 5.61 M4III
1936 BSC1936 23.435587 39.341181 5.61 F6V
2610 BSC2610 13.290575 -57.398241 5.61 M0III
3381 BSC3381 13.846131 62.106792 5.61 K5III
3146 BSC3146 20.882531 -59.382275 5.61 A7V
2128 BSC2128 11.578835 66.573853 5.61 F8V
2949 BSC2949 16.289118 4.728903 5.61 M3III
3945 BSC3945 6.325751 -53.102745 5.61 F8V
3977 BSC3977 3.249086 52.071619 5.61 O8V
2118 BSC2118 8.138103 -67.950577 5.61 K0III
1620 BSC1620 16.356625 -44.308865 5.61 M3III
3783 BSC3783 11.183202 4.026253 5.61 F1V
3342 BSC3342 12.771780 -76.603791 5.61 K8III
1705 BSC1705 10.430584 -26.296472 5.61 G9V
2782 BSC2782 22.605719 -30.469542 5.62 A0V
3639 BSC3639 9.339951 45.875171 5.62 M2III
2723 BSC2723 8.923272 50.318536 5.62 F6V
4021 BSC4021 14.478996 3.346842 5.62 B7V
3182 BSC3182 10.472429 14.872725 5.62 F4V
2999 BSC2999 9.615788 7.796334 5.62 K4III
3961 BSC3961 11.421420 -62.206445 5.62 A4V
2156 BSC2156 9.803697 70.465030 5.62 K4III
1877 BSC1877 13.060800 4.596120 5.62 K7III
2228 BSC2228 12.602458 38.667874 5.62 B5V
3905 BSC3905 2.421331 9.508962 5.62 G8V
2191 BSC2191 2.918949 -22.179500 5.62 M2III
3426 BSC3426 7.953459 75.946095 5.62 K0III
2719 BSC2719 14.154710 -10.571736 5.62 M0III
4076 BSC4076 1.735454 46.170525 5.62 K4III
2113 BSC2113 15.632067 -24.396125 5.62 F9V
3345 BSC3345 14.142522 -10.926433 5.62 A8V
3374 BSC3374 5.056330 -12.219597 5.62 B0V
3992 BSC3992 1.540692 55.312834 5.62 A6V
1625 BSC1625 1.007345 5.244500 5.62 K5III
4004 BSC4004 8.289520 23.444173 5.62 M1III
1806 BSC1806 9.462198 3.199894 5.62 A7V
3667 BSC3667 23.008576 41.003866 5.63 M3III
3311 BSC3311 3.157697 -41.381267 5.63 K1III
4038 BSC4038 17.891209 2.716653 5.63 G9V
2765 BSC2765 14.166081 -14.241738 5.63 O5V
1723 BSC1723 20.824931 -11.455187 5.63 A0V
2767 BSC2767 13.946550 -68.047694 5.63 F7V
1981 BSC1981 6.977853 -65.952312 5.63 B3V
2098 BSC2098 5.394001 71.842561 5.63 G9V
4069 BSC4069 7.878535 -55.382399 5.63 M3III
2864 BSC2864 13.044825 35.508977 5.63 M0III
4050 BSC4050 14.196691 73.396772 5.63 M4III
1920 BSC1920 2.828643 36.377098 5.63 B1V
3196 BSC3196 14.128535 9.029704 5.63 O7V
3123 BSC3123 5.968603 41.191159 5.63 A2V
3111 BSC3111 20.591885 45.337147 5.63 K3III
3626 BSC3626 0.945364 -4.734715 5.63 F3V
3396 BSC3396 5.718298 12.889013 5.63 F4V
3839 BSC3839 2.119505 28.830107 5.63 M0III
2389 BSC2389 0.371579 -56.466668 5.64 F0V
3932 BSC3932 2.633371 13.228940 5.64 M2III
3680 BSC3680 10.360871 -19.238693 5.64 B4V
1872 BSC1872 7.847463 28.609396 5.64 K8III
1831 BSC1831 20.472325 58.476765 5.64 O9V
2842 BSC2842 13.383417 -28.880703 5.64 A8V
3413 BSC3413 18.167874 44.552359 5.64 M1III
3599 BSC3599 23.808923 -16.586237 5.64 K4III
3021 BSC3021 23.966674 -54.572322 5.64 A3V
2766 BSC2766 4.605041 57.531957 5.64 F7V
2034 BSC2034 0.335561 -34.143248 5.64 G9V
4044 BSC4044 12.510499 -78.199542 5.64 M3III
2468 BSC2468 7.014964 -32.899225 5.64 K6III
2298 BSC2298 0.619372 45.302675 5.64 G9V
1801 BSC1801 18.229484 20.294255 5.64 B8V
3518 BSC3518 9.400675 -34.450174 5.64 M3III
1891 BSC1891 18.211059 -16.252387 5.64 K2III
2316 BSC2316 9.685689 -74.057242 5.64 M0III
2795 BSC2795 12.186820 -39.277097 5.64 B5V
2838 BSC2838 7.547439 -78.988440 5.64 G9V
3867 BSC3867 22.957174 7.516216 5.64 K3III
2157 BSC2157 8.368867 27.031780 5.64 M1III
2002 BSC2002 11.404745 -13.646469 5.64 M1III
2816 BSC2816 10.168636 -57.190117 5.64 F6V
3414 BSC3414 17.988639 -29.077193 5.65 F1V
3657 BSC3657 14.380215 -38.802083 5.65 A5V
3710 BSC3710 15.747593 42.150363 5.65 A4V
2209 BSC2209 1.287081 0.195148 5.65 M4III
3354 BSC3354 23.463176 25.553110 5.65 O9V
1738 BSC1738 19.536402 5.337796 5.65 F8V
1780 BSC1780 4.497871 47.883363 5.65 M3III
2412 BSC2412 15.710916 38.504618 5.65 A2V
3178 BSC3178 18.158947 49.102595 5.65 M4III
2841 BSC2841 9.338952 43.270083 5.65 F9V
2728 BSC2728 8.387644 13.655625 5.65 O6V
3997 BSC3997 19.455979 -26.911196 5.65 K1III
2337 BSC2337 17.679762 21.830278 5.65 B7V
2686 BSC2686 10.622137 -1.093324 5.65 K6III
3208 BSC3208 7.541796 -38.853633 5.65 M3III
2371 BSC2371 16.217922 63.059300 5.65 K3III
1653 BSC1653 16.252577 65.620073 5.65 A5V
2338 BSC2338 10.990190 -8.167069 5.65 G5V
3464 BSC3464 7.242701 32.403278 5.65 G7V
1736 BSC1736 4.281558 14.271384 5.65 G1V
3925 BSC3925 18.698500 22.570507 5.65 F8V
3888 BSC3888 14.786365 -1.432283 5.65 O8V
2302 BSC2302 7.465001 55.668866 5.65 K9III
2674 BSC2674 22.676051 10.257822 5.65 K2III
1850 BSC1850 5.915470 54.823925 5.65 G5V
1983 BSC1983 21.666625 5.949764 5.65 B2V
2459 BSC2459 23.743999 61.455742 5.66 G3V
3942 BSC3942 18.158254 -13.447580 5.66 K3III
2422 BSC2422 20.669985 11.662924 5.66 A1V
2126 BSC2126 14.101483 -73.160551 5.66 K4III
2707 BSC2707 3.477568 -5.020945 5.66 A6V
2982 BSC2982 1.564627 16.978964 5.66 F4V
2551 BSC2551 3.682964 -66.982964 5.66 M2III
2643 BSC2643 0.197670 -25.972783 5.66 K2III
2879 BSC2879 20.509564 -44.545561 5.66 G0V
2403 BSC2403 17.097457 51.104268 5.66 K6III
3894 BSC3894 3.586366 12.601178 5.66 K4III
1624 BSC1624 19.754101 31.557220 5.66 G3V
3018 BSC3018 8.924643 46.174914 5.66 M3III
1945 BSC1945 7.721689 -82.656237 5.66 F3V
2996 BSC2996 14.729092 -21.681022 5.66 G1V
3689 BSC3689 4.671112 37.409669 5.66 B4V
3803 BSC3803 5.567243 -18.053099 5.66 F5V
2825 BSC2825 0.770874 26.452425 5.66 F6V
2242 BSC2242 9.294988 27.801488 5.66 K3III
3318 BSC3318 12.264114 28.725222 5.66 K0III
1973 BSC1973 8.358591 -7.302229 5.66 A0V
3132 BSC3132 5.747729 -41.020642 5.66 G5V
2064 BSC2064 2.309916 0.524489 5.66 B1V
2572 BSC2572 15.867134 34.796498 5.66 F6V
3493 BSC3493 2.725309 22.832591 5.66 K3III
3818 BSC3818 10.196830 12.510472 5.67 G6V
2793 BSC2793 11.145670 73.872129 5.67 B1V
2649 BSC2649 16.970895 22.758743 5.67 K9III
1816 BSC1816 6.042923 71.177296 5.67 M2III
2105 BSC2105 13.910662 20.393953 5.67 A5V
2449 BSC2449 15.520146 -31.717857 5.67 M4III
3271 BSC3271 14.479389 36.845473 5.67 A1V
2621 BSC2621 7.262935 -2.099521 5.67 M1III
2732 BSC2732 19.157308 16.639994 5.67 F6V
3383 BSC3383 23.381821 -35.638186 5.67 M3III
3889 BSC3889 4.536410 -15.509236 5.67 K4III
3505 BSC3505 15.563942 -19.358220 5.67 M2III
3811 BSC3811 18.761334 -44.430691 5.67 G1V
3745 BSC3745 4.935107 51.208182 5.67 G5V
2310 BSC2310 4.116545 34.681935 5.67 G1V
3200 BSC3200 0.294976 -20.538866 5.67 G0V
2401 BSC2401 16.695365 48.386320 5.67 K0III
2490 BSC2490 18.615711 -39.570393 5.67 M2III
3663 BSC3663 15.016012 -45.954538 5.68 M4III
3043 BSC3043 6.508267 -17.798256 5.68 K7III
1874 BSC1874 15.526721 66.637473 5.68 F3V
3797 BSC3797 7.960566 42.669017 5.68 G2V
2056 BSC2056 23.228638 82.739634 5.68 M1III
2101 BSC2101 18.651869 -53.066922 5.68 G0V
2436 BSC2436 9.797324 -21.753986 5.68 G6V
3682 BSC3682 3.367764 -22.588659 5.68 B4V
3058 BSC3058 21.633285 26.614847 5.68 M1III
4080 BSC4080 13.446482 47.027668 5.68 F1V
4040 BSC4040 17.491732 -49.875596 5.68 M1III
2415 BSC2415 8.312724 -11.579243 5.68 G5V
3757 BSC3757 3.750272 -42.823604 5.68 G9V
2388 BSC2388 19.947053 5.478653 5.68 F4V
1776 BSC1776 16.747129 -12.995076 5.68 F9V
3926 BSC3926 17.394943 -70.376570 5.68 G6V
1994 BSC1994 8.736659 17.914596 5.68 F2V
3989 BSC3989 17.716606 -18.375090 5.68 B6V
1944 BSC1944 12.714598 -33.066871 5.68 K6III
3320 BSC3320 23.227491 69.722636 5.68 A1V
3603 BSC3603 22.254357 -8.345262 5.68 F4V
2027 BSC2027 5.886962 -38.521051 5.69 A5V
1933 BSC1933 8.502377 5.075796 5.69 F0V
3596 BSC3596 18.523435 -61.169479 5.69 M4III
2664 BSC2664 0.554564 36.610071 5.69 M3III
2489 BSC2489 20.430773 85.278320 5.69 M3III
3219 BSC3219 18.195101 43.345674 5.69 B4V
3260 BSC3260 1.561103 -67.472057 5.69 B5V
3067 BSC3067 23.921610 46.832391 5.69 G3V
1861 BSC1861 0.632336 -74.939946 5.69 M1III
3122 BSC3122 13.566935 -3.047150 5.69 M3III
2466 BSC2466 18.944004 -14.104451 5.69 M3III
3476 BSC3476 11.352843 -29.733769 5.69 M1III
3605 BSC3605 2.722258 -7.616734 5.69 F3V
2373 BSC2373 6.088067 27.457160 5.69 M2III
1842 BSC1842 18.467649 -54.437320 5.69 K6III
2305 BSC2305 16.323805 50.951729 5.69 K7III
2745 BSC2745 11.554448 56.925182 5.69 A7V
2713 BSC2713 14.343096 -53.852276 5.69 B7V
3331 BSC3331 7.698346 80.652608 5.69 K5III
3099 BSC3099 7.022705 -40.473031 5.69 G2V
3422 BSC3422 13.888816 -3.636303 5.69 M3III
2577 BSC2577 16.030410 35.037560 5.69 A1V
1697 BSC1697 10.009169 -11.467336 5.69 M1III
3724 BSC3724 14.608530 27.641363 5.69 K6III
1913 BSC1913 14.001270 9.116364 5.69 M2III
2151 BSC2151 8.134469 -50.489058 5.69 M3III
1868 BSC1868 17.112755 -42.697373 5.69 O6V
2312 BSC2312 5.361901 51.876631 5.69 B0V
2725 BSC2725 17.496322 19.843126 5.70 M1III
3236 BSC3236 19.274980 43.453838 5.70 G9V
3491 BSC3491 6.540748 33.945652 5.70 M4III
3101 BSC3101 10.511946 50.974283 5.70 K8III
3642 BSC3642 5.134149 49.387250 5.70 B6V
3190 BSC3190 10.897328 -46.371828 5.70 B4V
2129 BSC2129 14.336383 46.430882 5.70 K8III
2181 BSC2181 1.325223 -18.780464 5.70 M2III
2845 BSC2845 9.665577 -13.994370 5.70 K6III
3675 BSC3675 5.173039 -6.512964 5.70 G6V
3418 BSC3418 2.973134 18.601272 5.70 A0V
1711 BSC1711 16.541514 -10.279246 5.70 K1III
3531 BSC3531 21.106015 48.703702 5.70 O5V
2747 BSC2747 19.620778 -76.683333 5.70 K1III
3373 BSC3373 20.342673 -32.527019 5.70 G9V
3102 BSC3102 7.379092 44.634179 5.70 K3III
4110 BSC4110 0.678838 -69.007086 5.70 K6III
3470 BSC3470 2.665259 -12.611135 5.70 G6V
3292 BSC3292 1.859659 -73.303227 5.70 F1V
3044 BSC3044 22.742460 7.111244 5.70 O7V
2953 BSC2953 7.063722 69.685884 5.70 M1III
2096 BSC2096 18.627645 -31.745307 5.70 K0III
3964 BSC3964 19.696209 47.086108 5.70 M2III
2001 BSC2001 21.463269 -25.871141 5.70 A2V
3103 BSC3103 23.638509 -7.658369 5.70 M4III
2255 BSC2255 3.669291 -40.298711 5.70 F0V
3972 BSC3972 6.265603 53.773012 5.70 M1III
2335 BSC2335 10.755089 -71.166172 5.70 K6III
1903 BSC1903 18.414679 42.784984 5.71 B1V
1756 BSC1756 12.127969 -0.710612 5.71 F8V
3528 BSC3528 13.281601 17.304134 5.71 F7V
4086 BSC4086 19.474873 -44.812287 5.71 G5V
2526 BSC2526 1.480327 -6.454279 5.71 K7III
1906 BSC1906 22.873746 -40.230048 5.71 F7V
3172 BSC3172 4.654268 17.913408 5.71 G9V
2162 BSC2162 1.603130 4.178221 5.71 K9III
1631 BSC1631 10.376014 12.862438 5.71 M2III
1839 BSC1839 8.530480 27.110738 5.71 K8III
2675 BSC2675 18.710607 -29.438904 5.71 M0III
2988 BSC2988 8.229410 18.287570 5.71 M0III
2537 BSC2537 23.447305 51.026067 5.71 G1V
2100 BSC2100 3.969622 -32.015024 5.71 M2III
2891 BSC2891 2.008344 39.020053 5.71 F1V
3703 BSC3703 15.886026 9.137904 5.71 G3V
2016 BSC2016 10.370812 -39.862204 5.71 K5III
1781 BSC1781 10.757438 -34.965072 5.71 A5V
2372 BSC2372 23.046056 29.679594 5.71 F4V
1623 BSC1623 22.616028 13.095023 5.71 K2III
3582 BSC3582 4.700142 -16.909711 5.71 M0III
2461 BSC2461 20.999748 -37.099321 5.71 G6V
3299 BSC3299 11.624230 -18.624539 5.72 A0V
3826 BSC3826 5.223981 -7.856730 5.72 A8V
3562 BSC3562 3.130884 4.694315 5.72 M1III
2253 BSC2253 8.658922 51.076295 5.72 G2V
3307 BSC3307 6.538715 -0.386885 5.72 F9V
2963 BSC2963 19.335286 -23.143952 5.72 G4V
3946 BSC3946 5.004661 37.951736 5.72 K0III
3193 BSC3193 22.068735 -31.263583 5.72 G0V
2653 BSC2653 17.536965 31.623972 5.72 G5V
3750 BSC3750 16.385852 21.645659 5.72 G4V
2969 BSC2969 9.257201 -51.168860 5.72 B9V
4056 BSC4056 3.619028 39.510496 5.72 M1III
3756 BSC3756 14.402975 4.287874 5.72 M3III
3436 BSC3436 4.544549 76.187199 5.72 M2III
3579 BSC3579 7.880450 -18.246840 5.72 M1III
3983 BSC3983 4.840909 12.652690 5.72 B8V
2508 BSC2508 20.697704 2.262911 5.72 F1V
3753 BSC3753 20.910550 35.555849 5.72 A1V
1629 BSC1629 10.832081 -16.360028 5.72 A4V
1666 BSC1666 21.792837 -31.725174 5.72 O6V
3134 BSC3134 23.683118 -37.888814 5.72 K2III
2895 BSC2895 20.434529 32.461311 5.72 F1V
1860 BSC1860 0.894093 71.556352 5.72 B0V
3377 BSC3377 20.081057 -3.282763 5.72 G4V
2692 BSC2692 21.277539 22.036851 5.72 B0V
2837 BSC2837 17.426546 -19.612256 5.72 A0V
2344 BSC2344 7.197258 34.184967 5.72 M0III
3738 BSC3738 12.655179 21.867817 5.72 A4V
3957 BSC3957 10.522293 6.783763 5.72 A7V
3045 BSC3045 11.132765 -7.656762 5.72 A6V
3142 BSC3142 17.156543 22.251957 5.72 G2V
3478 BSC3478 18.934822 33.730357 5.72 K6III
2938 BSC2938 16.316082 -20.367596 5.72 K6III
2569 BSC2569 9.210574 36.381707 5.72 M1III
2585 BSC2585 10.166060 65.272492 5.72 M3III
2746 BSC2746 1.065486 19.869882 5.72 M1III
2862 BSC2862 16.229610 17.694850 5.72 M0III
4081 BSC4081 2.032228 61.374116 5.73 G3V
3179 BSC3179 7.429276 -57.175815 5.73 K3III
3296 BSC3296 19.013336 26.040306 5.73 M2III
3253 BSC3253 11.981076 15.159679 5.73 F2V
1654 BSC1654 11.616935 -9.945450 5.73 O5V
1683 BSC1683 0.687149 12.851720 5.73 A8V
4039 BSC4039 5.899851 -57.321205 5.73 A0V
3046 BSC3046 1.411104 -4.713133 5.73 G8V
1807 BSC1807 16.249967 -34.621236 5.73 A8V
3871 BSC3871 23.749555 -41.081781 5.73 G0V
3754 BSC3754 19.859543 -58.107860 5.73 K1III
1947 BSC1947 21.495630 69.671900 5.73 M4III
3698 BSC3698 19.037512 -40.566198 5.73 A3V
2037 BSC2037 14.739905 -9.299777 5.73 K6III
1976 BSC1976 22.297833 -19.766201 5.73 M3III
1838 BSC1838 11.693989 -41.543165 5.73 B7V
3167 BSC3167 1.241892 -39.017176 5.73 B5V
2647 BSC2647 8.215375 -56.148186 5.73 G1V
2770 BSC2770 2.871131 44.224585 5.73 M3III
3145 BSC3145 20.899450 22.251797 5.73 F5V
2705 BSC2705 22.838485 -47.558852 5.73 F9V
1932 BSC1932 7.123205 -39.633486 5.73 B3V
2365 BSC2365 22.767748 59.313166 5.73 A9V
3412 BSC3412 15.608773 31.440651 5.73 A9V
2079 BSC2079 5.815818 -16.215075 5.73 G0V
3004 BSC3004 6.469481 1.297808 5.73 O8V
3094 BSC3094 10.784432 59.005046 5.73 F0V
3322 BSC3322 7.434206 -30.883559 5.74 K2III
2898 BSC2898 14.258511 2.748295 5.74 M2III
3583 BSC3583 11.646078 -29.852932 5.74 G5V
3361 BSC3361 1.920782 53.556263 5.74 G0V
3884 BSC3884 0.388069 -53.142154 5.74 F6V
2827 BSC2827 16.472934 59.476672 5.74 G3V
3089 BSC3089 2.492971 -53.578143 5.74 B7V
3469 BSC3469 4.462883 24.671088 5.74 F4V
3056 BSC3056 11.142394 -43.847155 5.74 M0III
3666 BSC3666 12.122801 -24.797030 5.74 O7V
3452 BSC3452 3.289432 39.663480 5.74 K7III
2454 BSC2454 11.293072 -4.945659 5.74 G1V
2935 BSC2935 3.638110 15.355175 5.74 K4III
3483 BSC3483 23.374574 51.029655 5.74 F2V
3816 BSC3816 5.431940 51.085503 5.74 A2V
2135 BSC2135 0.139290 -21.460054 5.74 F7V
1968 BSC1968 17.959651 69.895137 5.74 F1V
3437 BSC3437 13.148899 2.502679 5.74 F1V
2591 BSC2591 14.632646 -21.329749 5.74 G9V
3557 BSC3557 3.878785 -13.536572 5.74 F0V
2233 BSC2233 6.741199 13.793061 5.74 F2V
2566 BSC2566 18.639362 6.873761 5.74 K5III
2190 BSC2190 5.494616 -39.391093 5.74 B0V
3525 BSC3525 14.736749 4.413385 5.74 M0III
2991 BSC2991 21.858044 -9.807510 5.75 A8V
3594 BSC3594 11.354269 4.753492 5.75 F6V
2177 BSC2177 16.807352 -2.334652 5.75 M1III
3164 BSC3164 23.875513 -2.774565 5.75 M4III
3591 BSC3591 23.452506 -48.524780 5.75 F2V
3799 BSC3799 5.866853 31.443805 5.75 B7V
3828 BSC3828 13.231933 -10.215711 5.75 K7III
3681 BSC3681 23.264391 -85.835972 5.75 G4V
2931 BSC2931 10.647496 -39.814470 5.75 B9V
3927 BSC3927 1.428629 13.619978 5.75 A6V
3206 BSC3206 21.672026 -44.371531 5.75 M4III
2205 BSC2205 20.527547 -7.320603 5.75 A3V
2581 BSC2581 9.634645 29.750263 5.75 B7V
3272 BSC3272 4.875694 12.768500 5.75 F8V
3979 BSC3979 15.130122 11.182103 5.75 K4III
2840 BSC2840 14.482022 -50.674541 5.75 M0III
2943 BSC2943 17.162535 -34.783788 5.75 G4V
3186 BSC3186 8.153149 -10.271550 5.76 M3III
2763 BSC2763 10.108593 42.555054 5.76 M2III
1866 BSC1866 10.871954 73.962401 5.76 B3V
3817 BSC3817 11.245915 42.188731 5.76 A7V
3908 BSC3908 15.430349 -16.846609 5.76 G3V
3948 BSC3948 22.750010 10.996366 5.76 B8V
1837 BSC1837 1.200452 -68.384766 5.76 F0V
2122 BSC2122 16.920829 19.662198 5.76 G8V
3869 BSC3869 20.734969 -36.418584 5.76 M4III
2278 BSC2278 14.621344 49.286847 5.76 G5V
2071 BSC2071 6.893102 -41.264338 5.76 A1V
3627 BSC3627 8.717908 74.383011 5.76 K1III
3203 BSC3203 16.095920 62.893158 5.76 B1V
4036 BSC4036 7.064356 -20.272650 5.76 M2III
4057 BSC4057 20.062779 55.661290 5.76 K4III
2447 BSC2447 13.440096 -41.343600 5.76 M4III
3868 BSC3868 4.834716 0.454450 5.76 M0III
2937 BSC2937 22.018220 -49.334187 5.76 K8III
2225 BSC2225 23.268637 14.020368 5.76 M3III
2660 BSC2660 10.388427 52.123433 5.76 F4V
3904 BSC3904 6.161798 25.718741 5.76 M0III
2345 BSC2345 5.132133 79.424955 5.77 M0III
3191 BSC3191 19.229038 -47.343782 5.77 G7V
3630 BSC3630 22.176828 45.959219 5.77 G1V
2667 BSC2667 3.414869 -27.198760 5.77 F5V
3645 BSC3645 18.362676 33.346413 5.77 M4III
2441 BSC2441 7.909011 -47.184540 5.77 M2III
3613 BSC3613 12.841770 4.267688 5.77 B3V
3022 BSC3022 15.111390 25.163916 5.77 K5III
1791 BSC1791 1.990252 39.417157 5.77 G8V
3580 BSC3580 1.806534 13.119663 5.77 G4V
1969 BSC1969 20.850174 -40.747097 5.77 A7V
3114 BSC3114 9.583182 39.364719 5.77 F3V
3688 BSC3688 21.889547 15.092085 5.77 K6III
2154 BSC2154 4.160956 -20.628103 5.77 F5V
2418 BSC2418 4.009003 -54.905230 5.77 G0V
1875 BSC1875 11.859018 16.109772 5.77 K7III
3461 BSC3461 6.287414 -29.531399 5.77 A3V
1788 BSC1788 2.485838 15.306513 5.77 G4V
2638 BSC2638 19.601887 35.543371 5.77 K2III
4096 BSC4096 5.593202 -14.383456 5.77 G4V
3465 BSC3465 20.341555 44.898151 5.77 B1V
3397 BSC3397 20.426205 -31.404082 5.77 G3V
3118 BSC3118 21.833239 -44.160131 5.77 A0V
2922 BSC2922 20.874446 1.641918 5.77 K8III
3917 BSC3917 15.297380 19.964573 5.78 M1III
2276 BSC2276 2.553322 -57.636412 5.78 A5V
2994 BSC2994 7.671553 24.182745 5.78 G3V
2771 BSC2771 10.001008 -46.187298 5.78 F4V
3285 BSC3285 20.901403 32.599150 5.78 G7V
3673 BSC3673 7.533105 -31.442754 5.78 G5V
1990 BSC1990 13.321982 19.664926 5.78 A0V
4005 BSC4005 9.864979 87.334593 5.78 M0III
2762 BSC2762 21.148736 13.720982 5.78 G6V
3560 BSC3560 7.571741 81.497808 5.78 F7V
